hand1,hand2,percent_wins1,percent_wins2,percent_split,eq1,eq2,h1_wins,h2_wins,splits,compares
"[(5, 3), (11, 1)]","[(9, 3), (12, 1)]",0.34801180164269896,0.6306023930330128,0.02138580532428821,0.3587047043048431,0.641295295695157,595902,1079783,36619,1712304
